# sigma_high  v_max  sigma_low  chi2 
0.30000000000000004 100.0 0.3360000000000001 76.38165282097566 
0.7280705237524915 100.0 0.3360000000000001 276.9149865159129 
0.04331388960098692 100.0 0.3360000000000001 364.2036073941003 
0.30000000000000004 214.24772343728472 0.3360000000000001 92.65389468954751 
0.30000000000000004 22.477507995603496 0.3360000000000001 416.3443912260048 
0.30000000000000004 171.8539273404578 0.3360000000000001 38.557779120581955 
0.30000000000000004 43.9072941360078 0.3360000000000001 275.51202514844204 
0.30000000000000004 100.0 0.7757672702147349 136.6078199733346 
0.30000000000000004 100.0 0.0588030875948502 37.06473711999858 
0.3325995987978728 151.6420927063624 0.05910704490381358 94.16338121251016 
0.3148542241123643 122.90763102304156 0.04352705066779561 41.24275244293117 
0.6356824047457692 122.90763102304156 0.04352705066779561 484.57123899437613 
0.09274627802819269 122.90763102304156 0.04352705066779561 146.48602398482402 
0.3148542241123643 184.89326640196066 0.04352705066779561 172.73039222703193 
0.3148542241123643 70.1190814225986 0.04352705066779561 69.92667721568074 
0.3148542241123643 122.90763102304156 0.411073081214263 45.91204941040363 
0.3148542241123643 122.90763102304156 0.06021839253820016 40.337054285137505 
0.2319760715230621 122.53347802501075 0.004581179519882572 39.39235500782719 
0.2706576086709155 122.71406128016405 0.0043619682685980266 33.17677698849851 
0.6070798105157569 122.71406128016405 0.0043619682685980266 439.14178766909913 
0.057205611707634274 122.71406128016405 0.0043619682685980266 168.70552253101346 
0.2706576086709155 184.78602533767287 0.0043619682685980266 117.9412869192258 
0.2706576086709155 69.88409569278481 0.0043619682685980266 117.63979306496879 
0.2706576086709155 122.71406128016405 0.3332283184321885 60.35482556832585 
0.2706576086709155 122.71406128016405 0.2063772381736223 42.02391962991733 
0.07254318065791798 135.2248536507352 0.49532528203930726 200.15462188675775 
0.2166210530371543 125.47502336910021 0.012811351104345281 42.600210863893814 
0.24946388870836744 123.76339553348345 5.121160138288339e-06 33.696970609245696 
0.2706576086709155 122.71406128016405 0.0043619682685980266 33.17677698849851 
0.6367022691208295 122.71406128016405 0.0043619682685980266 493.01454088833464 
0.047022108983787 122.71406128016405 0.0043619682685980266 176.4665098243951 
0.2706576086709155 192.54111604838835 0.0043619682685980266 139.5546986997806 
0.2706576086709155 64.42931207107583 0.0043619682685980266 139.37959081353222 
0.2706576086709155 122.71406128016405 0.35741399211831837 63.89912618354084 
0.2706576086709155 122.71406128016405 0.22624934062830793 44.79647344556156 
0.3080329179665199 122.71406128016405 0.0043619682685980266 40.20945724145706 
0.23534214897749417 122.71406128016405 0.0043619682685980266 37.623850197484074 
0.2779711784687654 122.71406128016405 0.0043619682685980266 33.5664295102938 
0.26342645148023236 122.71406128016405 0.0043619682685980266 32.80642517519783 
0.2706576086709155 135.94706111597455 0.0043619682685980266 37.3624110776298 
0.2706576086709155 109.94614365321945 0.0043619682685980266 37.462891351506464 
0.2706576086709155 122.71406128016405 0.030923109561131867 33.45299670987497 
0.2706576086709155 122.71406128016405 0.0019501386224501926 33.17066175035856 
0.2706576086709155 122.71406128016405 0.0077544899606053486 33.343617459448936 
0.2706576086709155 122.71406128016405 0.0019372994485989947 33.181970042782496 
0.6367022691208295 192.54111604838835 0.0043619682685980266 840.608324212242 
0.6367022691208295 122.71406128016405 0.35741399211831837 213.22669452621028 
0.2706576086709155 192.54111604838835 0.35741399211831837 42.9237213915099 
0.5195205728727942 0.38348728891679507 1.5904900026592412 167.8184625625065 
0.06361863546743862 80.19659926734793 1.9998670710152737 502.2263825876998 
0.2572950121038341 120.435093236189 0.0022772713278178536 33.55537869685101 
# sigma_high  v_max  sigma_low  chi2 
0.30000000000000004 100.0 0.3360000000000001 83.75835404007792 
0.7280705237524915 100.0 0.3360000000000001 251.21693349347333 
0.04331388960098692 100.0 0.3360000000000001 340.1150251643068 
0.30000000000000004 214.24772343728472 0.3360000000000001 94.46926233175176 
0.30000000000000004 22.477507995603496 0.3360000000000001 388.11924644671205 
0.30000000000000004 171.8539273404578 0.3360000000000001 48.28577686626274 
0.30000000000000004 43.9072941360078 0.3360000000000001 262.21361633459117 
0.30000000000000004 100.0 0.7757672702147349 137.69036882603797 
0.30000000000000004 100.0 0.0588030875948502 47.4788310136955 
0.3383941349520062 152.66119356634172 0.0922733318319674 94.9140988023386 
0.31794899484303074 124.01541305296351 0.028566646398154094 50.79235780523971 
0.637634067286935 124.01541305296351 0.028566646398154094 445.54540696404666 
0.09545046182114703 124.01541305296351 0.028566646398154094 133.44236403105938 
0.31794899484303074 185.5061536513547 0.028566646398154094 170.26024090986527 
0.31794899484303074 71.46781039125028 0.028566646398154094 70.02819396441744 
0.31794899484303074 124.01541305296351 0.38873410048939083 50.75273900764387 
0.31794899484303074 124.01541305296351 0.09268392662184 46.708637666697314 
0.23202903932131602 122.54091570517082 0.0150396500326474 49.126096519535665 
0.272199273656512 123.25391951255895 0.0003480869938584652 41.54395009002568 
0.6081025531382631 123.25391951255895 0.0003480869938584652 399.61562016007395 
0.05834099417249172 123.25391951255895 0.0003480869938584652 165.12577615293281 
0.272199273656512 185.08500651639466 0.0003480869938584652 116.79456454623784 
0.272199273656512 70.53997254494749 0.0003480869938584652 115.07483378489243 
0.272199273656512 123.25391951255895 0.30891170022881465 63.151946554827326 
0.272199273656512 123.25391951255895 0.2717496139043112 58.61969679132536 
0.12422599917574007 138.74047633877916 0.18798228249232807 116.48291514550844 
0.23092941401410683 127.02657222710154 0.008989979757501376 45.44627476991501 
0.272199273656512 123.25391951255895 0.0003480869938584652 41.54395009002568 
0.6377384483532904 123.25391951255895 0.0003480869938584652 447.2073715909927 
0.04805473028929608 123.25391951255895 0.0003480869938584652 170.26919692624148 
0.272199273656512 192.842522583222 0.0003480869938584652 136.39256597250204 
0.272199273656512 65.06313476040329 0.0003480869938584652 135.3682152316583 
0.272199273656512 123.25391951255895 0.3323902109830217 66.4963202988013 
0.272199273656512 123.25391951255895 0.29404866063055635 61.381379703399695 
0.31670328491840327 123.25391951255895 0.0003480869938584652 50.152738456746796 
0.23056841512050152 123.25391951255895 0.0003480869938584652 49.054678803829944 
0.2808756866844636 123.25391951255895 0.0003480869938584652 42.05753558675996 
0.2636378230521996 123.25391951255895 0.0003480869938584652 41.75147379562016 
0.272199273656512 136.44866383410488 0.0003480869938584652 45.52980679894989 
0.272199273656512 110.51840731335616 0.0003480869938584652 46.36100763308093 
0.272199273656512 125.85763677668649 0.0003480869938584652 42.01369417025367 
0.272199273656512 120.66857686038698 0.0003480869938584652 42.02063165024481 
0.272199273656512 123.25391951255895 0.017820404976126025 41.55534458767025 
0.272199273656512 123.25391951255895 0.009274130351805798 41.66907919954336 
0.272199273656512 123.25391951255895 0.0017354309403995183 41.48174701055406 
0.272199273656512 123.25391951255895 1.8916081596320744e-05 41.63750864304697 
0.6377384483532904 192.842522583222 0.0003480869938584652 746.3780102926112 
0.6377384483532904 123.25391951255895 0.3323902109830217 218.4268863182249 
0.272199273656512 192.842522583222 0.3323902109830217 55.60238749092602 
